MedInc,HouseAge,Latitude,Longitude,price
3.6875,19.0,36.66,-121.67,1.897
3.9219,24.0,36.67,-121.67,2.225
5.0,26.0,36.67,-121.68,2.023
2.8289,38.0,36.68,-121.67,1.683
3.7912,6.0,36.69,-121.66,1.689
2.7321,28.0,36.85,-121.79,1.5
3.3472,37.0,36.87,-121.77,2.938
2.5195,23.0,36.9,-121.73,1.369
4.6125,16.0,36.9,-121.71,2.538
5.2729,13.0,36.9,-121.68,3.229
5.5148,15.0,36.89,-121.66,2.535
3.6693,28.0,36.83,-121.76,2.11
4.4271,28.0,36.86,-121.73,1.757
3.7766,19.0,36.88,-121.71,1.77
3.6607,22.0,36.85,-121.73,2.063
4.9107,19.0,36.84,-121.7,2.319
4.5787,20.0,36.85,-121.65,2.451
3.338,19.0,36.8,-121.69,1.853
4.3814,16.0,36.79,-121.74,2.453
3.2969,18.0,36.81,-121.72,2.299
4.5272,18.0,36.81,-121.69,2.21
5.0092,17.0,36.82,-121.66,2.387
4.1696,18.0,36.82,-121.64,2.225
3.8424,21.0,36.75,-121.76,1.557
3.0347,21.0,36.77,-121.7,2.272
2.3384,27.0,36.77,-121.76,1.21
3.2937,25.0,36.77,-121.75,1.353
2.7694,32.0,36.76,-121.75,1.324
4.1696,30.0,36.74,-121.64,1.75
4.5812,18.0,36.8,-121.64,2.552
5.2203,18.0,36.81,-121.6,2.865
4.7969,15.0,36.77,-121.65,2.275
3.2652,12.0,36.72,-121.68,1.528
3.3456,37.0,36.67,-121.7,2.526
3.6286,52.0,36.63,-121.62,1.655
3.525,12.0,36.7,-121.54,2.017
2.5986,11.0,36.69,-121.62,1.357
2.2667,12.0,36.69,-121.62,0.729
6.0332,19.0,36.62,-121.69,2.449
5.0162,19.0,36.6,-121.7,2.831
6.1551,11.0,36.58,-121.67,2.918
5.1788,34.0,36.55,-121.59,2.7
7.6245,21.0,36.55,-121.7,3.366
8.0922,15.0,36.52,-121.69,3.901
2.3879,14.0,36.5,-121.43,1.298
3.2219,31.0,36.51,-121.44,1.147
1.775,29.0,36.51,-121.45,1.125
2.8775,13.0,36.57,-121.42,1.341
1.9722,28.0,36.49,-121.48,2.107
4.4209,33.0,36.49,-121.74,2.746
5.6383,27.0,36.5,-121.73,3.77
4.25,28.0,36.47,-121.74,2.791
3.5039,19.0,36.48,-121.7,2.884
4.7891,20.0,36.43,-121.62,2.306
6.1668,9.0,36.37,-121.66,4.058
2.6629,21.0,36.42,-121.31,1.027
3.0437,20.0,36.42,-121.32,0.766
2.7153,22.0,36.43,-121.32,1.143
2.625,40.0,36.43,-121.33,1.091
3.3289,39.0,36.38,-121.4,1.906
3.0543,23.0,36.33,-121.23,0.924
2.9184,12.0,36.32,-121.25,1.005
2.3,30.0,36.32,-121.26,2.063
3.1222,13.0,36.33,-121.24,1.255
2.6648,33.0,36.34,-121.24,1.646
2.1107,16.0,36.21,-121.12,0.762
3.1929,27.0,36.21,-121.13,1.379
1.7548,30.0,36.21,-121.13,0.958
3.4821,34.0,36.21,-121.13,1.137
2.9559,16.0,36.2,-121.13,1.632
2.6801,12.0,36.24,-121.02,1.0
3.9647,12.0,36.14,-121.2,1.35
3.0526,28.0,36.16,-121.39,1.469
3.5547,31.0,35.95,-121.32,2.0
3.3724,16.0,35.94,-121.0,1.146
2.4881,29.0,36.06,-120.79,0.875
5.3245,39.0,35.91,-120.51,2.5
3.7083,14.0,36.42,-121.91,2.1
2.6094,20.0,36.25,-121.84,3.625
3.2375,25.0,36.14,-121.62,4.5
5.1506,20.0,36.55,-121.87,3.875
5.5469,22.0,36.54,-121.82,3.788
6.5234,18.0,36.52,-121.84,3.574
4.174,42.0,36.57,-121.92,3.944
5.7248,39.0,36.55,-121.91,3.988
3.9792,33.0,36.54,-121.92,4.68
5.5164,40.0,36.56,-121.92,3.691
3.4048,30.0,36.55,-121.94,4.871
2.7039,39.0,36.56,-121.92,3.64
3.7852,37.0,36.55,-121.92,4.658
3.6,44.0,36.55,-121.92,4.528
6.3835,31.0,36.61,-121.95,4.078
5.0621,25.0,36.59,-121.93,3.865
7.1198,32.0,36.6,-121.95,4.699
5.8505,22.0,36.59,-121.95,4.171
4.0154,33.0,36.6,-121.93,2.257
3.1543,29.0,36.61,-121.92,2.538
3.725,34.0,36.62,-121.93,2.78
3.1359,27.0,36.61,-121.92,2.68
4.0313,39.0,36.62,-121.93,2.538
4.3281,52.0,36.62,-121.92,2.365
3.7614,52.0,36.62,-121.92,2.417
3.0379,47.0,36.62,-121.92,2.493
3.2865,52.0,36.62,-121.91,2.401
2.6713,52.0,36.62,-121.92,2.346
2.5625,52.0,36.62,-121.92,2.354
3.4327,52.0,36.62,-121.92,2.545
2.475,40.0,36.62,-121.91,2.583
3.3333,30.0,36.62,-121.91,2.479
5.9175,19.0,36.78,-121.71,2.402
2.5263,52.0,36.62,-121.92,2.864
3.5865,52.0,36.62,-121.91,2.9
3.7454,52.0,36.62,-121.91,2.438
2.1776,42.0,36.63,-121.91,2.792
3.5147,28.0,36.63,-121.93,3.139
3.1912,33.0,36.63,-121.93,3.198
3.4943,40.0,36.63,-121.92,3.111
4.3571,41.0,36.63,-121.93,2.875
3.4167,36.0,36.63,-121.92,3.391
3.0383,20.0,36.63,-121.89,2.173
2.9309,29.0,36.61,-121.9,2.171
3.2952,30.0,36.61,-121.91,2.346
4.3,27.0,36.61,-121.92,2.264
2.4922,21.0,36.61,-121.92,2.438
2.4663,39.0,36.6,-121.9,2.365
2.8727,33.0,36.6,-121.9,2.25
3.0625,45.0,36.6,-121.9,2.603
4.6182,42.0,36.59,-121.9,3.01
3.1977,31.0,36.58,-121.9,2.893
4.6964,31.0,36.59,-121.91,2.913
5.5519,35.0,36.6,-121.91,3.295
6.2323,17.0,36.59,-121.91,3.391
2.7917,40.0,36.6,-121.89,2.25
2.5164,30.0,36.6,-121.88,1.781
2.6894,30.0,36.59,-121.88,1.795
3.1364,18.0,36.59,-121.89,1.5
4.0432,29.0,36.58,-121.88,4.5
5.7578,20.0,36.58,-121.86,3.477
4.2109,21.0,36.61,-121.87,2.788
3.038,31.0,36.6,-121.86,1.953
2.9085,21.0,36.6,-121.86,1.563
3.5568,33.0,36.6,-121.86,1.912
2.5372,21.0,36.6,-121.85,2.18
3.3156,42.0,36.59,-121.85,1.863
4.3269,34.0,36.59,-121.84,2.213
3.0542,27.0,36.61,-121.83,1.421
4.3472,30.0,36.6,-121.83,1.85
2.5663,26.0,36.61,-121.84,1.289
3.4643,30.0,36.6,-121.84,1.918
2.2007,21.0,36.61,-121.84,1.128
1.875,15.0,36.61,-121.84,1.223
3.8015,24.0,36.61,-121.82,1.691
3.4531,26.0,36.61,-121.83,1.331
3.2545,27.0,36.61,-121.83,1.312
3.5,33.0,36.62,-121.83,1.624
2.7708,33.0,36.62,-121.83,1.618
2.4864,41.0,36.6,-121.85,1.404
1.3897,38.0,36.61,-121.85,1.25
2.5313,37.0,36.63,-121.86,1.083
2.225,26.0,36.62,-121.84,1.5
2.3087,11.0,36.64,-121.79,1.188
3.0,18.0,36.68,-121.8,1.622
3.0608,22.0,36.68,-121.79,1.683
5.4508,14.0,36.72,-121.8,1.9
3.4239,12.0,36.69,-121.8,1.948
3.512,18.0,36.71,-121.77,1.748
1.0096,52.0,38.3,-122.29,1.625
1.8287,52.0,38.3,-122.29,1.469
2.7619,21.0,38.3,-122.3,1.546
3.3542,52.0,38.3,-122.3,1.546
1.6691,52.0,38.3,-122.29,1.833
2.2366,23.0,38.29,-122.28,1.402
2.4398,52.0,38.29,-122.29,1.631
2.9643,48.0,38.29,-122.3,1.54
2.6518,40.0,38.29,-122.3,1.561
3.6083,38.0,38.28,-122.29,1.342
6.5799,10.0,38.29,-122.26,2.181
2.8409,36.0,38.29,-122.27,1.53
2.0134,23.0,38.3,-122.28,1.425
1.9875,19.0,38.29,-122.28,3.25
3.3021,20.0,38.29,-122.27,1.527
4.5,24.0,38.28,-122.26,1.583
2.6618,37.0,38.28,-122.27,1.362
5.2444,33.0,38.31,-122.26,2.811
1.9946,31.0,38.32,-122.27,2.068
2.9054,44.0,38.31,-122.27,1.552
3.4543,12.0,38.32,-122.28,1.945
2.7667,23.0,38.32,-122.29,1.532
2.5035,20.0,38.32,-122.3,1.532
3.455,34.0,38.31,-122.3,1.375
2.7325,25.0,38.31,-122.29,1.629
1.76,52.0,38.31,-122.28,1.667
2.2721,45.0,38.31,-122.29,1.398
2.6346,44.0,38.3,-122.3,1.398
4.5293,19.0,38.34,-122.31,2.104
3.6042,21.0,38.33,-122.31,1.833
4.1862,15.0,38.33,-122.3,1.836
4.0132,26.0,38.33,-122.31,1.747
3.7045,33.0,38.32,-122.31,1.615
5.0877,17.0,38.33,-122.32,2.093
5.3017,15.0,38.33,-122.33,2.026
5.8002,19.0,38.32,-122.32,2.387
4.0878,22.0,38.32,-122.32,1.644
3.285,35.0,38.32,-122.31,1.381
5.0,26.0,38.32,-122.32,1.752
6.1953,14.0,38.31,-122.33,2.589
3.9,25.0,38.3,-122.31,1.873
3.8796,32.0,38.31,-122.31,1.755
3.6039,45.0,38.3,-122.31,1.26
2.3787,21.0,38.29,-122.32,1.779
5.3351,14.0,38.29,-122.33,2.699
2.4728,20.0,38.29,-122.3,1.397
3.0404,25.0,38.29,-122.3,1.421
3.3977,31.0,38.28,-122.3,1.587
4.3585,34.0,38.27,-122.31,1.944
3.6389,4.0,38.27,-122.3,1.302
3.7188,18.0,38.25,-122.3,1.634
4.4861,35.0,38.28,-122.21,2.693
4.9167,33.0,38.25,-122.24,1.875
7.5197,42.0,38.22,-122.28,2.75
4.7472,13.0,38.19,-122.29,1.486
4.2955,34.0,38.17,-122.25,1.213
1.8942,45.0,38.17,-122.23,2.167
2.9375,17.0,38.16,-122.25,1.067
4.0337,23.0,38.16,-122.26,1.304
6.8,33.0,38.37,-122.39,2.408
4.825,29.0,38.33,-122.37,1.951
5.6304,18.0,38.3,-122.35,2.431
4.625,33.0,38.21,-122.33,2.286
3.5781,33.0,38.34,-122.4,2.425
4.5694,28.0,38.38,-122.33,2.875
2.5685,20.0,38.41,-122.4,2.676
5.5718,20.0,38.35,-122.32,1.852
3.7067,18.0,38.41,-122.36,1.75
2.2536,16.0,38.4,-122.36,2.012
6.0266,24.0,38.35,-122.18,2.167
5.5266,12.0,38.41,-122.21,3.313
4.7833,28.0,38.4,-122.29,3.611
6.3427,36.0,38.39,-122.33,3.048
3.6389,44.0,38.34,-122.28,3.04
6.9931,25.0,38.36,-122.26,3.988
5.815,34.0,38.33,-122.26,3.392
5.5368,31.0,38.33,-122.23,3.259
6.1089,38.0,38.31,-122.24,2.808
4.875,35.0,38.53,-122.52,3.367
4.6379,29.0,38.48,-122.48,3.482
4.635,33.0,38.46,-122.4,2.485
3.5506,18.0,38.51,-122.47,1.875
3.4904,25.0,38.51,-122.47,1.969
3.1312,49.0,38.51,-122.48,2.476
4.3125,37.0,38.5,-122.48,2.765
4.1993,23.0,38.5,-122.47,2.145
1.9441,18.0,38.51,-122.45,1.844
3.6118,24.0,38.53,-122.4,2.484
3.6429,26.0,38.57,-122.44,1.597
3.0938,34.0,38.58,-122.45,1.894
5.3698,20.0,38.6,-122.47,3.033
4.2096,37.0,38.54,-122.48,2.566
3.6641,32.0,38.53,-122.46,2.758
3.1563,18.0,38.68,-122.27,0.984
2.1979,22.0,38.57,-122.26,1.528
4.4,22.0,38.53,-122.27,1.425
3.3393,15.0,38.49,-122.18,1.469
3.4539,35.0,38.67,-122.52,3.0
4.65,43.0,38.56,-122.59,2.45
1.9925,18.0,38.58,-122.57,2.25
3.5208,33.0,38.59,-122.58,1.958
2.3942,32.0,38.58,-122.58,1.831
3.7585,18.0,38.58,-122.59,1.857
2.4726,15.0,39.15,-121.07,1.434
2.8864,17.0,39.09,-121.07,1.431
2.5887,13.0,39.08,-121.1,1.444
2.3062,16.0,39.09,-121.11,1.388
3.6563,17.0,39.03,-121.12,1.635
4.4375,10.0,39.13,-121.05,1.851
4.0775,10.0,39.14,-121.03,1.645
4.0848,8.0,39.13,-121.07,1.559
3.6333,7.0,39.11,-121.05,1.702
3.463,8.0,39.08,-121.04,2.017
3.0781,7.0,39.09,-121.0,1.625
4.2031,13.0,39.02,-121.08,2.096
3.6087,10.0,39.05,-121.07,1.821
4.5042,9.0,39.04,-121.07,2.064
3.9185,12.0,39.05,-121.03,1.952
4.2802,14.0,39.04,-121.06,1.948
5.5161,15.0,39.04,-121.06,3.619
3.8417,11.0,39.03,-121.06,1.872
3.0804,14.0,39.11,-121.22,1.568
3.9,14.0,39.05,-121.19,1.804
5.0389,13.0,39.1,-121.14,1.715
3.045,9.0,39.2,-121.12,1.704
4.0333,10.0,39.15,-121.1,1.615
3.7426,19.0,39.18,-121.08,1.627
3.5938,14.0,39.26,-121.18,1.403
4.3646,9.0,39.25,-121.18,1.859
4.3523,5.0,39.25,-121.2,1.882
3.7125,8.0,39.23,-121.18,1.75
4.3702,7.0,39.24,-121.21,2.261
5.2359,9.0,39.23,-121.2,2.133
2.4688,16.0,39.19,-121.18,1.388
3.1042,14.0,39.18,-121.16,1.52
2.125,9.0,39.17,-121.25,1.518
2.9688,16.0,39.2,-121.2,1.283
2.8102,13.0,39.23,-121.15,1.444
2.2917,14.0,39.22,-121.24,1.451
3.3603,11.0,39.27,-121.23,1.625
1.9886,39.0,39.23,-121.07,1.138
2.3125,48.0,39.24,-121.04,1.257
1.5313,20.0,39.23,-121.05,1.549
2.186,10.0,39.23,-121.06,1.327
2.325,52.0,39.22,-121.06,1.097
2.7813,35.0,39.23,-121.09,1.092
2.425,52.0,39.22,-121.07,1.211
2.1419,30.0,39.22,-121.08,1.052
2.4811,17.0,39.21,-121.08,1.118
2.6042,25.0,39.22,-121.09,1.167
1.0,45.0,39.2,-121.07,0.906
1.4241,16.0,39.23,-121.02,1.25
2.25,14.0,39.22,-121.04,1.125
3.2337,28.0,39.21,-121.03,1.231
2.3125,48.0,39.2,-121.05,1.083
2.2083,52.0,39.21,-121.06,1.039
2.535,43.0,39.21,-121.05,1.171
4.0062,12.0,39.22,-120.94,1.538
3.67,14.0,39.27,-120.83,1.601
4.0426,15.0,39.23,-121.0,1.917
2.8942,16.0,39.22,-120.99,1.825
3.3009,15.0,39.2,-120.99,1.568
3.6563,13.0,39.17,-120.93,1.649
3.6434,14.0,39.13,-120.99,1.554
3.6607,23.0,39.18,-120.99,1.53
3.2813,10.0,39.16,-121.0,1.632
3.5859,17.0,39.19,-121.04,1.443
3.2303,17.0,39.17,-121.02,1.495
3.2,52.0,39.27,-121.02,1.55
2.4283,49.0,39.26,-121.03,1.431
3.1094,14.0,39.26,-121.0,1.361
2.2278,52.0,39.25,-121.02,1.554
3.4028,14.0,39.29,-121.06,1.718
3.5385,14.0,39.32,-120.94,1.574
3.9537,17.0,39.25,-121.06,1.728
3.5417,17.0,39.3,-120.89,1.551
3.7917,16.0,39.26,-120.99,1.792
1.6094,16.0,39.39,-120.91,0.795
2.6341,15.0,39.37,-121.03,0.85
2.8102,17.0,39.31,-121.13,1.289
1.3523,18.0,39.39,-120.74,0.857
2.125,17.0,39.4,-120.09,0.839
4.119,18.0,39.33,-120.17,1.109
3.7841,26.0,39.33,-120.2,1.095
2.3594,16.0,39.32,-120.19,1.557
3.5652,14.0,39.32,-120.17,1.198
0.9283,10.0,39.33,-120.17,1.163
4.5208,10.0,39.37,-120.1,1.173
4.3958,9.0,39.33,-120.1,1.248
5.6856,9.0,39.36,-120.15,1.381
3.0043,24.0,39.32,-120.26,1.221
4.0278,29.0,39.34,-120.35,0.958
4.665,11.0,39.35,-120.27,1.456
3.1842,9.0,39.34,-120.25,1.625
3.4792,8.0,39.35,-120.24,1.808
4.0481,7.0,39.36,-120.23,1.523
4.5882,8.0,39.35,-120.22,1.984
4.7917,7.0,39.35,-120.21,1.875
5.0622,7.0,39.35,-120.19,1.741
5.0782,28.0,33.94,-117.95,2.641
4.8906,34.0,33.94,-117.96,2.289
4.1205,36.0,33.94,-117.97,2.17
5.5608,34.0,33.94,-117.97,2.558
4.0893,35.0,33.94,-117.97,2.157
4.4107,31.0,33.93,-117.97,2.02
4.5461,33.0,33.93,-117.97,1.94
3.46,31.0,33.93,-117.96,2.328
3.776,29.0,33.93,-117.96,1.926
2.6641,31.0,33.94,-117.96,1.852
4.0833,33.0,33.93,-117.94,1.625
3.8194,34.0,33.93,-117.94,1.86
2.7125,14.0,33.93,-117.94,1.661
3.4702,25.0,33.93,-117.95,1.619
2.6123,37.0,33.93,-117.95,1.613
4.7446,15.0,33.93,-117.96,1.754
5.7796,32.0,33.92,-117.97,2.413
4.1321,35.0,33.93,-117.97,1.981
3.0,24.0,33.92,-117.97,2.514
3.2158,18.0,33.92,-117.96,2.15
3.6106,18.0,33.92,-117.95,1.536
3.0588,28.0,33.92,-117.94,1.452
4.0,32.0,33.92,-117.95,1.782
4.3426,11.0,33.92,-117.95,1.413
4.6696,32.0,33.92,-117.94,1.655
3.1378,13.0,33.92,-117.95,1.37
5.1084,25.0,33.94,-117.94,3.038
4.5096,30.0,33.94,-117.94,2.411
4.45,31.0,33.94,-117.95,2.679
2.2156,26.0,33.94,-117.94,1.45
6.0516,30.0,33.94,-117.93,2.45
4.225,28.0,33.94,-117.93,2.247
3.7933,25.0,33.93,-117.93,1.844
5.583,27.0,33.94,-117.92,2.677
4.7813,30.0,33.94,-117.92,1.982
4.2443,34.0,33.92,-117.93,1.744
2.8,37.0,33.93,-117.93,1.375
2.1944,33.0,33.93,-117.93,1.396
3.75,12.0,33.93,-117.92,1.663
6.2452,21.0,33.93,-117.91,2.917
6.3433,15.0,33.94,-117.91,3.505
4.7216,20.0,33.94,-117.89,2.27
7.6486,17.0,33.93,-117.88,3.067
3.3173,12.0,33.93,-117.9,2.474
5.4617,17.0,33.92,-117.89,1.903
5.9177,27.0,33.92,-117.9,2.676
4.7222,21.0,33.92,-117.91,2.083
3.6106,27.0,33.91,-117.91,1.964
5.0096,34.0,33.91,-117.91,2.217
4.125,32.0,33.91,-117.91,2.302
4.9766,24.0,33.91,-117.91,2.671
3.8333,34.0,33.92,-117.89,1.704
3.7321,33.0,33.91,-117.89,2.165
3.5403,36.0,33.91,-117.9,1.954
3.4954,8.0,33.92,-117.89,1.595
2.3935,14.0,33.92,-117.89,1.25
6.5284,16.0,33.9,-117.89,2.887
7.898,23.0,33.9,-117.89,2.582
4.9743,19.0,33.9,-117.9,1.935
4.9524,26.0,33.91,-117.9,2.266
4.3103,33.0,33.91,-117.9,2.016
5.1952,19.0,33.92,-117.92,3.021
6.1825,33.0,33.91,-117.92,3.369
9.5561,27.0,33.91,-117.92,4.118
9.3125,27.0,33.9,-117.91,2.935
5.4716,18.0,33.89,-117.92,4.0
6.3489,13.0,33.9,-117.92,3.379
5.2017,24.0,33.91,-117.93,3.646
6.9399,18.0,33.9,-117.9,3.496
9.0055,28.0,33.88,-117.9,3.754
5.0258,12.0,33.89,-117.92,1.618
6.0076,19.0,33.91,-117.97,2.695
7.2532,9.0,33.9,-117.96,3.815
6.8429,15.0,33.9,-117.95,3.726
6.5635,10.0,33.9,-117.96,3.469
4.8264,6.0,33.9,-117.98,1.468
6.2556,25.0,33.88,-117.96,3.413
6.5764,17.0,33.89,-117.95,3.49
4.4375,24.0,33.89,-117.96,3.341
5.6441,18.0,33.91,-117.94,3.13
6.7528,30.0,33.89,-117.94,4.596
5.3738,35.0,33.88,-117.94,3.651
3.3199,25.0,33.87,-117.98,1.888
3.8068,29.0,33.87,-117.98,1.587
3.875,25.0,33.86,-117.98,1.375
4.1287,26.0,33.86,-117.98,2.058
3.7054,28.0,33.87,-117.97,1.692
3.6006,34.0,33.86,-117.97,1.617
3.5855,35.0,33.86,-117.97,1.743
3.6471,12.0,33.86,-117.97,1.417
3.7813,35.0,33.86,-117.96,1.849
4.2937,35.0,33.86,-117.96,1.832
3.7222,35.0,33.87,-117.96,1.875
4.53,35.0,33.86,-117.95,1.935
5.2099,35.0,33.86,-117.95,1.914
3.3516,32.0,33.86,-117.96,1.9
5.4217,46.0,33.88,-117.94,2.56
4.285,34.0,33.87,-117.95,1.849
4.4784,35.0,33.87,-117.95,1.852
2.0227,22.0,33.87,-117.95,0.55
3.141,27.0,33.87,-117.96,1.675
4.7984,37.0,33.87,-117.96,1.758
3.6705,34.0,33.88,-117.95,2.75
4.6477,36.0,33.86,-117.94,1.947
2.1432,33.0,33.86,-117.94,1.975
5.197,36.0,33.86,-117.95,1.957
4.5774,36.0,33.86,-117.93,1.821
4.0288,35.0,33.86,-117.93,1.84
4.6964,35.0,33.86,-117.94,1.831
4.75,35.0,33.86,-117.94,1.856
5.1237,52.0,33.88,-117.93,2.4
1.4803,10.0,33.87,-117.93,1.375
3.9375,46.0,33.87,-117.94,1.87
4.3333,35.0,33.88,-117.94,2.393
2.1991,44.0,33.87,-117.92,1.911
2.8438,36.0,33.87,-117.92,1.625
2.315,52.0,33.87,-117.93,1.821
4.0812,45.0,33.88,-117.93,2.417
7.2893,32.0,33.88,-117.93,2.935
3.75,52.0,33.88,-117.92,2.325
5.2336,34.0,33.88,-117.91,2.356
5.3649,32.0,33.88,-117.92,2.436
5.3986,32.0,33.88,-117.92,3.187
7.875,30.0,33.89,-117.91,3.519
5.2897,35.0,33.88,-117.9,2.304
4.675,34.0,33.88,-117.9,2.154
2.9861,28.0,33.87,-117.9,2.186
3.4338,34.0,33.87,-117.9,1.952
2.5,29.0,33.87,-117.91,1.438
2.9076,52.0,33.87,-117.91,1.773
3.6435,18.0,33.89,-117.88,1.191
4.5,16.0,33.89,-117.88,1.733
3.0263,15.0,33.88,-117.88,1.625
1.9127,15.0,33.88,-117.89,1.75
5.3836,33.0,33.88,-117.89,2.296
5.7519,27.0,33.88,-117.89,2.434
3.0893,25.0,33.87,-117.89,1.882
3.3594,32.0,33.87,-117.89,2.021
5.6409,35.0,33.87,-117.88,1.909
3.0465,32.0,33.87,-117.89,1.489
3.3472,45.0,33.87,-117.93,1.68
2.6563,36.0,33.86,-117.93,1.55
3.3438,17.0,33.86,-117.93,1.866
5.5867,35.0,33.86,-117.93,1.825
1.7935,29.0,33.87,-117.93,1.625
3.3008,28.0,33.86,-117.89,1.938
2.4732,26.0,33.86,-117.91,1.658
3.6375,26.0,33.86,-117.92,1.339
3.055,33.0,33.87,-117.92,1.578
4.2188,16.0,33.91,-117.87,1.763
6.5945,21.0,33.9,-117.88,2.773
3.5333,15.0,33.9,-117.88,1.144
3.0214,19.0,33.89,-117.88,2.184
3.6946,17.0,33.89,-117.88,2.655
7.1472,25.0,33.89,-117.87,2.701
6.4514,16.0,33.91,-117.86,2.708
6.9113,17.0,33.9,-117.86,2.852
7.2478,25.0,33.9,-117.86,2.992
6.8268,21.0,33.9,-117.87,2.803
6.6897,22.0,33.89,-117.86,2.898
6.9612,24.0,33.89,-117.86,2.745
6.4218,19.0,33.89,-117.87,2.75
3.7361,19.0,33.88,-117.86,2.014
2.425,17.0,33.89,-117.87,1.717
3.343,22.0,33.89,-117.87,1.846
3.025,25.0,33.88,-117.87,1.569
3.3036,24.0,33.88,-117.87,1.839
3.5667,28.0,33.88,-117.87,1.907
3.6417,28.0,33.88,-117.87,2.043
5.1784,12.0,33.87,-117.86,2.54
5.2949,33.0,33.85,-117.87,3.5
4.6806,18.0,33.86,-117.85,1.875
5.9639,22.0,33.89,-117.85,2.623
7.3658,14.0,33.88,-117.85,2.885
6.5843,20.0,33.88,-117.86,2.722
5.6549,15.0,33.87,-117.85,3.019
5.5918,20.0,33.9,-117.85,2.605
5.2037,25.0,33.9,-117.85,2.422
5.7951,24.0,33.89,-117.84,2.269
5.7457,24.0,33.89,-117.85,2.406
3.2083,21.0,33.87,-117.88,1.453
3.1534,19.0,33.86,-117.87,3.244
4.6563,7.0,33.87,-117.87,1.624
2.4929,15.0,33.87,-117.87,1.585
3.0227,16.0,33.87,-117.87,2.971
5.6573,19.0,33.87,-117.86,2.16
2.7759,18.0,33.85,-117.88,2.0
3.4856,28.0,33.86,-117.87,1.428
3.1667,22.0,33.85,-117.88,1.139
5.8243,13.0,33.89,-117.81,2.979
7.0526,18.0,33.88,-117.82,3.275
4.6172,24.0,33.89,-117.82,2.383
5.3339,19.0,33.88,-117.81,3.717
4.0714,21.0,33.89,-117.82,2.789
4.1064,16.0,33.86,-117.78,2.461
6.4265,16.0,33.87,-117.76,2.637
6.5755,23.0,33.9,-117.83,2.728
7.0352,24.0,33.9,-117.84,2.996
4.625,25.0,33.89,-117.83,2.457
6.0132,23.0,33.88,-117.83,2.594
6.7837,19.0,33.89,-117.84,2.643
6.9308,18.0,33.88,-117.83,2.317
6.2185,15.0,33.88,-117.82,2.803
5.2131,5.0,33.87,-117.83,2.439
9.2327,19.0,33.88,-117.81,4.613
6.0591,19.0,33.87,-117.81,2.335
4.2566,16.0,33.87,-117.8,2.061
3.5625,18.0,33.86,-117.81,2.35
6.3303,14.0,33.92,-117.87,3.03
5.457,13.0,33.92,-117.88,3.088
8.0287,11.0,33.92,-117.85,3.718
6.0571,17.0,33.92,-117.87,2.724
6.5841,14.0,33.93,-117.83,3.064
4.6315,16.0,33.92,-117.8,2.775
7.0217,25.0,33.89,-117.8,3.579
6.0829,17.0,33.88,-117.79,2.526
5.3307,16.0,33.87,-117.78,1.696
6.6678,16.0,33.88,-117.78,3.019
6.5437,14.0,33.9,-117.78,2.682
7.5744,25.0,33.9,-117.82,2.593
7.8537,22.0,33.9,-117.8,3.549
7.4947,4.0,33.89,-117.74,3.663
6.6536,9.0,33.88,-117.76,3.078
8.1117,8.0,33.88,-117.77,4.102
8.9088,7.0,33.89,-117.78,4.153
5.6403,23.0,33.85,-117.8,2.33
6.057,21.0,33.85,-117.82,2.359
5.2227,18.0,33.85,-117.82,2.135
5.806,16.0,33.85,-117.8,3.049
8.3931,9.0,33.84,-117.79,3.653
7.2554,16.0,33.85,-117.78,3.356
6.1504,16.0,33.86,-117.78,2.66
7.0592,16.0,33.87,-117.76,2.882
7.7752,23.0,33.81,-117.78,3.8
9.8074,16.0,33.8,-117.77,4.17
4.3269,13.0,33.79,-117.8,2.314
6.67,11.0,33.8,-117.79,2.832
7.3681,13.0,33.85,-117.77,3.531
8.7124,15.0,33.84,-117.76,4.105
6.6207,16.0,33.84,-117.75,2.705
6.4415,15.0,33.83,-117.76,3.007
6.7274,5.0,33.84,-117.77,2.664
8.2375,14.0,33.83,-117.75,3.883
6.9544,4.0,33.85,-117.74,3.14
9.1808,12.0,33.82,-117.78,4.137
6.0531,25.0,33.8,-117.81,2.307
4.2564,25.0,33.79,-117.81,2.046
8.847,14.0,33.81,-117.8,3.887
6.925,18.0,33.78,-117.8,2.903
4.7804,17.0,33.78,-117.8,2.42
5.2541,5.0,33.8,-117.69,2.371
8.4112,16.0,33.61,-117.66,2.869
6.2177,16.0,33.62,-117.66,2.566
5.7871,24.0,33.61,-117.67,2.274
6.0471,17.0,33.61,-117.66,2.484
7.1497,21.0,33.61,-117.66,2.74
6.8667,24.0,33.6,-117.66,2.796
7.5488,25.0,33.6,-117.66,2.781
6.1401,23.0,33.61,-117.67,2.432
3.929,16.0,33.63,-117.68,1.431
6.2403,13.0,33.63,-117.68,2.574
4.4063,9.0,33.63,-117.67,2.022
4.6369,43.0,33.77,-117.62,1.864
5.6346,36.0,33.72,-117.6,2.725
6.7921,25.0,33.6,-117.67,2.66
7.5791,18.0,33.59,-117.66,2.881
7.2592,20.0,33.6,-117.67,3.148
7.5196,16.0,33.58,-117.66,3.156
7.9294,18.0,33.57,-117.67,2.803
8.0082,16.0,33.57,-117.66,2.866
3.7361,16.0,33.62,-117.7,1.972
6.4598,18.0,33.62,-117.69,2.827
6.0689,19.0,33.61,-117.68,2.48
4.0221,16.0,33.61,-117.69,2.362
